timestamp,utc_timestamp,node_id,camera_id,event_type,track_id,category,class_name,confidence,plate_text,ocr_confidence,status,details
08:28:50,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,8,human,person,0.829,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (442, 262) | ID:NONE"
08:28:51,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,AUTHORIZED_PATROL,2,human,person,0.798,-,0.0,AUTHORIZED_PATROL,"Constable R. Singh (SSB-4587) | OUTBOUND (Northbound) at (478, 279) | ID:SIMULATED_DEMO_ID"
08:28:51,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,11,human,person,0.817,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (413, 282) | ID:NONE"
08:29:01,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,AUTHORIZED_PATROL,1,human,person,0.825,-,0.0,AUTHORIZED_PATROL,"Constable R. Singh (SSB-4587) | OUTBOUND (Northbound) at (476, 279) | ID:SIMULATED_DEMO_ID"
08:29:01,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,17,human,person,0.83,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (412, 281) | ID:NONE"
08:29:08,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,RUNNING,8,human,person,0.7,-,0.0,WARNING,Running at 5.66 body-heights/s (threshold 1.60) for 1.0s
08:29:09,2026-09-23T02:59:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,GROUP_CONVERGENCE,2,human,person,0.6,-,0.0,NOTICE,"3 persons converged within 1.6 body-lengths (tracks [2, 8, 17])"
08:29:11,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,67,human,person,0.778,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (712, 580) | ID:NONE"
08:29:11,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,92,human,person,0.833,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (264, 643) | ID:NONE"
08:29:12,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,49,human,person,0.65,-,0.0,WARNING,Stationary 12s within 0.33x height (movement 0.15 heights/s)
08:29:12,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,54,human,person,0.65,-,0.0,WARNING,Stationary 12s within 0.12x height (movement 0.02 heights/s)
08:29:12,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,42,human,person,0.65,-,0.0,WARNING,Stationary 12s within 0.12x height (movement 0.02 heights/s)
08:29:15,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,61,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.22x height (movement 0.02 heights/s)
08:29:15,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,57,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.27x height (movement 0.03 heights/s)
08:29:15,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,105,human,person,0.761,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (948, 590) | ID:NONE"
08:29:16,2026-09-23T02:59:17Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,38,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.22x height (movement 0.21 heights/s)
08:29:17,2026-09-23T02:59:18Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,85,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.23x height (movement 0.05 heights/s)
08:29:18,2026-09-23T02:59:18Z,BOP-SECTOR-A,CAM-A-PERIMETER,AUTHORIZED_PATROL,2,human,person,0.74,-,0.0,AUTHORIZED_PATROL,"Constable R. Singh (SSB-4587) | INBOUND (Southbound) at (1534, 621) | ID:SIMULATED_DEMO_ID"
08:29:18,2026-09-23T02:59:19Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,86,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.22x height (movement 0.02 heights/s)
08:29:19,2026-09-23T02:59:19Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,119,human,person,0.65,-,0.0,WARNING,Stationary 11s within 0.02x height (movement 0.00 heights/s)
08:29:15,2026-09-23T02:59:22Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,RUNNING,4,human,person,0.7,-,0.0,WARNING,Running at 9.02 body-heights/s (threshold 1.60) for 1.0s
08:29:22,2026-09-23T02:59:23Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,141,human,person,0.785,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (265, 612) | ID:NONE"
08:29:22,2026-09-23T02:59:23Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,144,human,person,0.65,-,0.0,WARNING,Stationary 8s within 0.23x height (movement 0.03 heights/s)
08:29:23,2026-09-23T02:59:23Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,137,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.35x height (movement 0.04 heights/s)
08:29:25,2026-09-23T02:59:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,147,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.04x height (movement 0.00 heights/s)
08:29:27,2026-09-23T02:59:28Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,153,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.18x height (movement 0.03 heights/s)
08:29:27,2026-09-23T02:59:28Z,BOP-SECTOR-A,CAM-A-PERIMETER,RUNNING,2,human,person,0.7,-,0.0,WARNING,Running at 12.61 body-heights/s (threshold 1.60) for 1.0s
08:29:27,2026-09-23T02:59:28Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,139,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.11x height (movement 0.02 heights/s)
08:29:28,2026-09-23T02:59:28Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,155,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.07x height (movement 0.01 heights/s)
08:29:28,2026-09-23T02:59:29Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,65,human,person,0.776,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (589, 586) | ID:NONE"
08:29:28,2026-09-23T02:59:29Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,55,human,person,0.65,-,0.0,WARNING,Stationary 27s within 0.33x height (movement 0.01 heights/s)
08:29:29,2026-09-23T02:59:30Z,BOP-SECTOR-A,CAM-A-PERIMETER,GROUP_CONVERGENCE,14,human,person,0.6,-,0.0,NOTICE,"3 persons converged within 1.6 body-lengths (tracks [14, 107, 151])"
08:29:30,2026-09-23T02:59:30Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,117,human,person,0.65,-,0.0,WARNING,Stationary 17s within 0.27x height (movement 0.02 heights/s)
08:29:31,2026-09-23T02:59:31Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,71,human,person,0.65,-,0.0,WARNING,Stationary 28s within 0.17x height (movement 0.08 heights/s)
08:29:23,2026-09-23T02:59:32Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,RUNNING,1,human,person,0.7,-,0.0,WARNING,Running at 12.76 body-heights/s (threshold 1.60) for 0.8s
08:29:31,2026-09-23T02:59:32Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,29,human,person,0.798,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (478, 279) | ID:NONE"
08:29:31,2026-09-23T02:59:32Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,31,human,person,0.817,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (413, 282) | ID:NONE"
08:29:33,2026-09-23T02:59:33Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,104,human,person,0.825,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (1095, 604) | ID:NONE"
08:29:34,2026-09-23T02:59:34Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,73,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.07x height (movement 0.01 heights/s)
08:29:34,2026-09-23T02:59:34Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,158,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.01x height (movement 0.00 heights/s)
08:29:35,2026-09-23T02:59:36Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,159,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.26x height (movement 0.03 heights/s)
08:29:36,2026-09-23T02:59:37Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,173,human,person,0.692,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (1529, 605) | ID:NONE"
08:29:33,2026-09-23T02:59:38Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,LOITERING,36,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.26x height (movement 0.03 heights/s)
08:29:40,2026-09-23T02:59:41Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,85,human,person,0.65,-,0.0,WARNING,Stationary 37s within 0.21x height (movement 0.03 heights/s)
08:29:40,2026-09-23T02:59:41Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,88,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.08x height (movement 0.01 heights/s)
08:29:41,2026-09-23T02:59:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,174,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.03x height (movement 0.00 heights/s)
08:29:41,2026-09-23T02:59:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,161,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.20x height (movement 0.00 heights/s)
08:29:42,2026-09-23T02:59:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,176,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.02x height (movement 0.00 heights/s)
08:29:42,2026-09-23T02:59:43Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,177,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.33x height (movement 0.13 heights/s)
08:29:42,2026-09-23T02:59:43Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,52,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.01x height (movement 0.00 heights/s)
08:29:42,2026-09-23T02:59:43Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,150,human,person,0.65,-,0.0,WARNING,Stationary 23s within 0.06x height (movement 0.00 heights/s)
08:29:44,2026-09-23T02:59:45Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,179,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.08x height (movement 0.01 heights/s)
08:29:49,2026-09-23T02:59:49Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,84,human,person,0.65,-,0.0,WARNING,Stationary 13s within 0.29x height (movement 0.03 heights/s)
08:29:50,2026-09-23T02:59:50Z,BOP-SECTOR-A,CAM-A-PERIMETER,RUNNING,8,human,person,0.7,-,0.0,WARNING,Running at 25.25 body-heights/s (threshold 1.60) for 0.9s
08:29:50,2026-09-23T02:59:50Z,BOP-SECTOR-A,CAM-A-PERIMETER,GROUP_CONVERGENCE,139,human,person,0.6,-,0.0,NOTICE,"3 persons converged within 1.6 body-lengths (tracks [139, 173, 187])"
08:29:50,2026-09-23T02:59:51Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,189,human,person,0.791,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (1802, 619) | ID:NONE"
08:29:51,2026-09-23T02:59:52Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,151,human,person,0.723,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (563, 579) | ID:NONE"
08:29:52,2026-09-23T02:59:53Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,71,human,person,0.65,-,0.0,WARNING,Stationary 50s within 0.25x height (movement 0.08 heights/s)
08:29:53,2026-09-23T02:59:54Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,186,human,person,0.65,-,0.0,WARNING,Stationary 8s within 0.21x height (movement 0.03 heights/s)
08:29:54,2026-09-23T02:59:54Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,181,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.26x height (movement 0.08 heights/s)
08:29:48,2026-09-23T02:59:58Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,LOITERING,31,human,person,0.65,-,0.0,WARNING,Stationary 17s within 0.23x height (movement 0.03 heights/s)
08:29:56,2026-09-23T02:59:58Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,35,human,person,0.823,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (468, 274) | ID:NONE"
08:29:59,2026-09-23T03:00:00Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,192,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.34x height (movement 0.07 heights/s)
08:29:59,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,193,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.30x height (movement 0.03 heights/s)
08:30:01,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,68,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.08x height (movement 0.02 heights/s)
08:30:04,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,202,human,person,0.851,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (960, 611) | ID:NONE"
08:30:05,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,194,human,person,0.65,-,0.0,WARNING,Stationary 15s within 0.31x height (movement 0.02 heights/s)
08:30:06,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,202,human,person,0.65,-,0.0,WARNING,Stationary 11s within 0.23x height (movement 0.03 heights/s)
08:30:08,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,85,human,person,0.65,-,0.0,WARNING,Stationary 65s within 0.32x height (movement 0.04 heights/s)
08:30:08,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,88,human,person,0.65,-,0.0,WARNING,Stationary 42s within 0.15x height (movement 0.01 heights/s)
08:30:09,2026-09-23T03:00:10Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,201,human,person,0.708,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (1526, 601) | ID:NONE"
08:30:10,2026-09-23T03:00:10Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,GROUP_CONVERGENCE,8,human,person,0.6,-,0.0,NOTICE,"3 persons converged within 1.6 body-lengths (tracks [8, 22, 35])"
08:30:13,2026-09-23T03:00:15Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,71,human,person,0.65,-,0.0,WARNING,Stationary 70s within 0.25x height (movement 0.08 heights/s)
08:30:13,2026-09-23T03:00:15Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,179,human,person,0.65,-,0.0,WARNING,Stationary 38s within 0.31x height (movement 0.02 heights/s)
08:30:14,2026-09-23T03:00:19Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,209,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.29x height (movement 0.03 heights/s)
08:30:14,2026-09-23T03:00:19Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,208,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.34x height (movement 0.04 heights/s)
08:30:18,2026-09-23T03:00:19Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,123,human,person,0.65,-,0.0,WARNING,Stationary 15s within 0.08x height (movement 0.01 heights/s)
08:30:18,2026-09-23T03:00:19Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,72,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.01x height (movement 0.00 heights/s)
08:30:18,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,211,human,person,0.65,-,0.0,WARNING,Stationary 11s within 0.29x height (movement 0.03 heights/s)
08:30:18,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,181,human,person,0.65,-,0.0,WARNING,Stationary 34s within 0.26x height (movement 0.01 heights/s)
08:30:20,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,12,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.24x height (movement 0.03 heights/s)
08:30:20,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,89,human,person,0.736,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (1093, 591) | ID:NONE"
08:30:20,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,213,human,person,0.65,-,0.0,WARNING,Stationary 11s within 0.35x height (movement 0.04 heights/s)
08:30:22,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,30,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.29x height (movement 0.03 heights/s)
08:30:25,2026-09-23T03:00:26Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,214,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.23x height (movement 0.04 heights/s)
08:30:27,2026-09-23T03:00:28Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,LOITERING,52,human,person,0.65,-,0.0,WARNING,Stationary 12s within 0.14x height (movement 0.01 heights/s)
08:30:28,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,85,human,person,0.65,-,0.0,WARNING,Stationary 85s within 0.32x height (movement 0.03 heights/s)
08:30:28,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,221,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.15x height (movement 0.05 heights/s)
08:30:30,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,GROUP_CONVERGENCE,71,human,person,0.6,-,0.0,NOTICE,"4 persons converged within 1.6 body-lengths (tracks [71, 151, 177, 215])"
08:30:32,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,71,human,person,0.65,-,0.0,WARNING,Stationary 91s within 0.25x height (movement 0.07 heights/s)
08:30:33,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,209,human,person,0.757,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (264, 613) | ID:NONE"
08:30:38,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,227,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.01x height (movement 0.00 heights/s)
08:30:39,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,224,human,person,0.65,-,0.0,WARNING,Stationary 19s within 0.06x height (movement 0.01 heights/s)
08:30:41,2026-09-23T03:00:42Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,220,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.24x height (movement 0.05 heights/s)
08:30:45,2026-09-23T03:00:46Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,51,human,person,0.719,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (463, 282) | ID:NONE"
08:30:52,2026-09-23T03:00:53Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,GROUP_CONVERGENCE,8,human,person,0.6,-,0.0,NOTICE,"3 persons converged within 1.6 body-lengths (tracks [8, 17, 35])"
08:30:43,2026-09-23T03:00:58Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,181,human,person,0.65,-,0.0,WARNING,Stationary 58s within 0.26x height (movement 0.02 heights/s)
08:30:50,2026-09-23T03:00:58Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,221,human,person,0.65,-,0.0,WARNING,Stationary 31s within 0.34x height (movement 0.02 heights/s)
08:30:51,2026-09-23T03:00:58Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,198,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.04x height (movement 0.00 heights/s)
08:30:53,2026-09-23T03:00:58Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,57,human,person,0.65,-,0.0,WARNING,Stationary 9s within 0.32x height (movement 0.03 heights/s)
08:30:55,2026-09-23T03:00:58Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,30,human,person,0.709,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (1212, 569) | ID:NONE"
08:31:04,2026-09-23T03:01:05Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,LOITERING,17,human,person,0.65,-,0.0,WARNING,Stationary 15s within 0.19x height (movement 0.02 heights/s)
08:31:11,2026-09-23T03:01:12Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,INTRUSION_ALERT,22,human,person,0.792,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | OUTBOUND (Northbound) at (474, 277) | ID:NONE"
08:31:12,2026-09-23T03:01:13Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,LOITERING,61,human,person,0.65,-,0.0,WARNING,Stationary 14s within 0.31x height (movement 0.01 heights/s)
08:30:57,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,85,human,person,0.65,-,0.0,WARNING,Stationary 114s within 0.32x height (movement 0.01 heights/s)
08:30:57,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,226,human,person,0.65,-,0.0,WARNING,Stationary 15s within 0.28x height (movement 0.02 heights/s)
08:30:58,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,INTRUSION_ALERT,235,human,person,0.758,-,0.0,UNKNOWN_INTRUDER,"UNKNOWN PERSON | INBOUND (Southbound) at (1801, 622) | ID:NONE"
08:30:58,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,40,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.32x height (movement 0.03 heights/s)
08:31:00,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,236,human,person,0.65,-,0.0,WARNING,Stationary 15s within 0.24x height (movement 0.06 heights/s)
08:31:00,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,238,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.10x height (movement 0.01 heights/s)
08:31:02,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,227,human,person,0.65,-,0.0,WARNING,Stationary 33s within 0.27x height (movement 0.00 heights/s)
08:31:04,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,104,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.05x height (movement 0.01 heights/s)
08:31:13,2026-09-23T03:01:14Z,BOP-SECTOR-B,CAM-B-TRIPWIRE,GROUP_CONVERGENCE,60,human,person,0.6,-,0.0,NOTICE,"4 persons converged within 1.6 body-lengths (tracks [60, 62, 64, 65])"
08:31:04,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,246,human,person,0.65,-,0.0,WARNING,Stationary 10s within 0.19x height (movement 0.02 heights/s)
08:31:05,2026-09-23T03:01:14Z,BOP-SECTOR-A,CAM-A-PERIMETER,LOITERING,220,human,person,0.65,-,0.0,WARNING,Stationary 34s within 0.31x height (movement 0.01 heights/s)
